CHAPTER,DIAGNOSIS_CODE,TITLE,SHORT_DESC,LONG_DESC
XI,65473,"Complications Of Pregnancy, Childbirth, And The Puerperium",Abnorm vagina-antepartum,"Congenital or acquired abnormality of vagina, antepartum condition or complication"
XI,65474,"Complications Of Pregnancy, Childbirth, And The Puerperium",Abnorm vagina-postpartum,"Congenital or acquired abnormality of vagina, postpartum condition or complication"
XI,65480,"Complications Of Pregnancy, Childbirth, And The Puerperium",Abn vulva in preg-unspec,"Congenital or acquired abnormality of vulva, unspecified as to episode of care or not applicable"
XI,65481,"Complications Of Pregnancy, Childbirth, And The Puerperium",Abnormal vulva-delivered,"Congenital or acquired abnormality of vulva, delivered, with or without mention of antepartum condition"
XI,65482,"Complications Of Pregnancy, Childbirth, And The Puerperium",Abnormal vulva-del w p/p,"Congenital or acquired abnormality of vulva, delivered, with mention of postpartum complication"
XI,65483,"Complications Of Pregnancy, Childbirth, And The Puerperium",Abnormal vulva-antepart,"Congenital or acquired abnormality of vulva, antepartum condition or complication"
XI,65484,"Complications Of Pregnancy, Childbirth, And The Puerperium",Abnormal vulva-postpart,"Congenital or acquired abnormality of vulva, postpartum condition or complication"
XI,65490,"Complications Of Pregnancy, Childbirth, And The Puerperium",Abn pel NEC in preg-unsp,"Other and unspecified abnormality of organs and soft tissues of pelvis, unspecified as to episode of care or not applicable"
XI,65491,"Complications Of Pregnancy, Childbirth, And The Puerperium",Abn pelv org NEC-deliver,"Other and unspecified abnormality of organs and soft tissues of pelvis, delivered, with or without mention of antepartum condition"
XI,65492,"Complications Of Pregnancy, Childbirth, And The Puerperium",Abn pelv NEC-deliv w p/p,"Other and unspecified abnormality of organs and soft tissues of pelvis, delivered, with mention of postpartum complication"
XI,65493,"Complications Of Pregnancy, Childbirth, And The Puerperium",Abn pelv org NEC-antepar,"Other and unspecified abnormality of organs and soft tissues of pelvis, antepartum condition or complication"
XI,65494,"Complications Of Pregnancy, Childbirth, And The Puerperium",Abn pelv org NEC-postpar,"Other and unspecified abnormality of organs and soft tissues of pelvis, postpartum condition or complication"
XI,65500,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fetal cns malform-unspec,"Central nervous system malformation in fetus, unspecified as to episode of care or not applicable"
XI,65501,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fetal cns malform-deliv,"Central nervous system malformation in fetus, delivered, with or without mention of antepartum condition"
XI,65503,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fetal cns malfor-antepar,"Central nervous system malformation in fetus, antepartum condition or complication"
XI,65510,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fetal chromos abn-unspec,"Chromosomal abnormality in fetus, affecting management of mother, unspecified as to episode of care or not applicable"
XI,65511,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fetal chromoso abn-deliv,"Chromosomal abnormality in fetus, affecting management of mother, delivered, with or without mention of antepartum condition"
XI,65513,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fet chromo abn-antepart,"Chromosomal abnormality in fetus, affecting management of mother, antepartum condition or complication"
XI,65520,"Complications Of Pregnancy, Childbirth, And The Puerperium",Famil heredit dis-unspec,"Hereditary disease in family possibly affecting fetus, affecting management of mother, unspecified as to episode of care or not applicable"
XI,65521,"Complications Of Pregnancy, Childbirth, And The Puerperium",Famil heredit dis-deliv,"Hereditary disease in family possibly affecting fetus, affecting management of mother, delivered, with or without mention of antepartum condition"
XI,65523,"Complications Of Pregnancy, Childbirth, And The Puerperium",Famil hered dis-antepart,"Hereditary disease in family possibly affecting fetus, affecting management of mother, antepartum condition or complication"
XI,65530,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fet damg d/t virus-unsp,"Suspected damage to fetus from viral disease in the mother, affecting management of mother, unspecified as to episode of care or not applicable"
XI,65531,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fet damg d/t virus-deliv,"Suspected damage to fetus from viral disease in the mother, affecting management of mother, delivered, with or without mention of antepartum condition"
XI,65533,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fet damg d/t virus-antep,"Suspected damage to fetus from viral disease in the mother, affecting management of mother, antepartum condition or complication"
XI,65540,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fet damg d/t dis-unspec,"Suspected damage to fetus from other disease in the mother, affecting management of mother, unspecified as to episode of care or not applicable"
XI,65541,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fet damg d/t dis-deliver,"Suspected damage to fetus from other disease in the mother, affecting management of mother, delivered, with or without mention of antepartum condition"
XI,65543,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fet damg d/t dis-antepar,"Suspected damage to fetus from other disease in the mother, affecting management of mother, antepartum condition or complication"
XI,65550,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fetal damg d/t drug-unsp,"Suspected damage to fetus from drugs, affecting management of mother, unspecified as to episode of care or not applicable"
XI,65551,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fet damag d/t drug-deliv,"Suspected damage to fetus from drugs, affecting management of mother, delivered, with or without mention of antepartum condition"
XI,65553,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fet damg d/t drug-antepa,"Suspected damage to fetus from drugs, affecting management of mother, antepartum condition or complication"
XI,65560,"Complications Of Pregnancy, Childbirth, And The Puerperium",Radiat fetal damag-unsp,"Suspected damage to fetus from radiation, affecting management of mother, unspecified as to episode of care or not applicable"
XI,65561,"Complications Of Pregnancy, Childbirth, And The Puerperium",Radiat fetal damag-deliv,"Suspected damage to fetus from radiation, affecting management of mother, delivered,"
XI,65563,"Complications Of Pregnancy, Childbirth, And The Puerperium",Radiat fet damag-antepar,"Suspected damage to fetus from radiation, affecting management of mother, antepartum condition or complication"
XI,65570,"Complications Of Pregnancy, Childbirth, And The Puerperium",Decrease fetl movmt unsp,"Decreased fetal movements, affecting management of mother, unspecified as to episode of care"
XI,65571,"Complications Of Pregnancy, Childbirth, And The Puerperium",Decrease fetal movmt del,"Decreased fetal movements, affecting management of mother, delivered, with or without mention of antepartum condition"
XI,65573,"Complications Of Pregnancy, Childbirth, And The Puerperium",Dec fetal movmt antepart,"Decreased fetal movements, affecting management of mother, antepartum condition or complication"
XI,65580,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fetal abnorm NEC-unspec,"Other known or suspected fetal abnormality, not elsewhere classified, affecting management of mother, unspecified as to episode of care or not applicable"
XI,65581,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fetal abnorm NEC-deliver,"Other known or suspected fetal abnormality, not elsewhere classified, affecting management of mother, delivered, with or without mention of antepartum condition"
XI,65583,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fetal abnorm NEC-antepar,"Other known or suspected fetal abnormality, not elsewhere classified, affecting management of mother, antepartum condition or complication"
XI,65590,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fetal abnorm NOS-unspec,"Unspecified suspected fetal abnormality, affecting management of mother, unspecified as to episode of care or not applicable"
XI,65591,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fetal abnorm NOS-deliver,"Unspecified suspected fetal abnormality, affecting management of mother, delivered, with or without mention of antepartum condition"
XI,65593,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fetal abnorm NOS-antepar,"Unspecified suspected fetal abnormality, affecting management of mother, antepartum condition or complication"
XI,65600,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fetal-maternal hem-unsp,"Fetal-maternal hemorrhage, unspecified as to episode of care or not applicable"
XI,65601,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fetal-maternal hem-deliv,"Fetal-maternal hemorrhage, delivered, with or without mention of antepartum condition"
XI,65603,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fetal-matern hem-antepar,"Fetal-maternal hemorrhage, antepartum condition or complication"
XI,65610,"Complications Of Pregnancy, Childbirth, And The Puerperium",Rh isoimmunization-unsp,"Rhesus isoimmunization, unspecified as to episode of care or not applicable"
XI,65611,"Complications Of Pregnancy, Childbirth, And The Puerperium",Rh isoimmunizat-deliver,"Rhesus isoimmunization, delivered, with or without mention of antepartum condition"
XI,65613,"Complications Of Pregnancy, Childbirth, And The Puerperium",Rh isoimmunizat-antepart,"Rhesus isoimmunization, antepartum condition or complication"
XI,65620,"Complications Of Pregnancy, Childbirth, And The Puerperium",Abo isoimmunization-unsp,"Isoimmunization from other and unspecified blood-group incompatibility, unspecified as to episode of care or not applicable"
XI,65621,"Complications Of Pregnancy, Childbirth, And The Puerperium",Abo isoimmunizat-deliver,"Isoimmunization from other and unspecified blood-group incompatibility, delivered, with or without mention of antepartum condition"
XI,65623,"Complications Of Pregnancy, Childbirth, And The Puerperium",Abo isoimmunizat-antepar,"Isoimmunization from other and unspecified blood-group incompatibility, antepartum condition or complication"
XI,65630,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fetal distress-unspec,"Fetal distress, affecting management of mother, unspecified as to episode of care or not applicable"
XI,65631,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fetal distress-delivered,"Fetal distress, affecting management of mother, delivered, with or without mention of antepartum condition"
XI,65633,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fetal distress-antepart,"Fetal distress, affecting management of mother, antepartum condition or complication"
XI,65640,"Complications Of Pregnancy, Childbirth, And The Puerperium",Intrauterine death-unsp,"Intrauterine death, affecting management of mother, unspecified as to episode of care or not applicable"
XI,65641,"Complications Of Pregnancy, Childbirth, And The Puerperium",Intrauter death-deliver,"Intrauterine death, affecting management of mother, delivered, with or without mention of antepartum condition"
XI,65643,"Complications Of Pregnancy, Childbirth, And The Puerperium",Intrauter death-antepart,"Intrauterine death, affecting management of mother, antepartum condition or complication"
XI,65650,"Complications Of Pregnancy, Childbirth, And The Puerperium",Poor fetal growth-unspec,"Poor fetal growth, affecting management of mother, unspecified as to episode of care or not applicable"
XI,65651,"Complications Of Pregnancy, Childbirth, And The Puerperium",Poor fetal growth-deliv,"Poor fetal growth, affecting management of mother, delivered, with or without mention of antepartum condition"
XI,65653,"Complications Of Pregnancy, Childbirth, And The Puerperium",Poor fetal grth-antepart,"Poor fetal growth, affecting management of mother, antepartum condition or complication"
XI,65660,"Complications Of Pregnancy, Childbirth, And The Puerperium",Excess fetal grth-unspec,"Excessive fetal growth, affecting management of mother, unspecified as to episode of care or not applicable"
XI,65661,"Complications Of Pregnancy, Childbirth, And The Puerperium",Excess fetal grth-deliv,"Excessive fetal growth, affecting management of mother, delivered, with or without mention of antepartum condition"
XI,65663,"Complications Of Pregnancy, Childbirth, And The Puerperium",Excess fet grth-antepart,"Excessive fetal growth, affecting management of mother, antepartum condition or complication"
XI,65670,"Complications Of Pregnancy, Childbirth, And The Puerperium",Oth placent cond-unspec,"Other placental conditions, affecting management of mother, unspecified as to episode of care or not applicable"
XI,65671,"Complications Of Pregnancy, Childbirth, And The Puerperium",Oth placent cond-deliver,"Other placental conditions, affecting management of mother, delivered, with or without mention of antepartum condition"
XI,65673,"Complications Of Pregnancy, Childbirth, And The Puerperium",Oth placent cond-antepar,"Other placental conditions, affecting management of mother, antepartum condition or complication"
XI,65680,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fet/plac prob NEC-unspec,"Other specified fetal and placental problems, affecting management of mother, unspecified as to episode of care or not applicable"
XI,65681,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fet/plac prob NEC-deliv,"Other specified fetal and placental problems, affecting management of mother, delivered, with or without mention of antepartum condition"
XI,65683,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fet/plac prob NEC-antepa,"Other specified fetal and placental problems, affecting management of mother, antepartum condition or complication"
XI,65690,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fet/plac prob NOS-unspec,"Unspecified fetal and placental problem, affecting management of mother, unspecified as to episode of care or not applicable"
XI,65691,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fet/plac prob NOS-deliv,"Unspecified fetal and placental problem, affecting management of mother, delivered, with or without mention of antepartum condition"
XI,65693,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fet/plac prob NOS-antepa,"Unspecified fetal and placental problem, affecting management of mother, antepartum condition or complication"
XI,65700,"Complications Of Pregnancy, Childbirth, And The Puerperium",Polyhydramnios-unspec,"Polyhydramnios, unspecified as to episode of care or not applicable"
XI,65701,"Complications Of Pregnancy, Childbirth, And The Puerperium",Polyhydramnios-delivered,"Polyhydramnios, delivered, with or without mention of antepartum condition"
XI,65703,"Complications Of Pregnancy, Childbirth, And The Puerperium",Polyhydramnios-antepart,"Polyhydramnios, antepartum condition or complication"
XI,65800,"Complications Of Pregnancy, Childbirth, And The Puerperium",Oligohydramnios-unspec,"Oligohydramnios, unspecified as to episode of care or not applicable"
XI,65801,"Complications Of Pregnancy, Childbirth, And The Puerperium",Oligohydramnios-deliver,"Oligohydramnios, delivered, with or without mention of antepartum condition"
XI,65803,"Complications Of Pregnancy, Childbirth, And The Puerperium",Oligohydramnios-antepar,"Oligohydramnios, antepartum condition or complication"
XI,65810,"Complications Of Pregnancy, Childbirth, And The Puerperium",Prem rupt membran-unspec,"Premature rupture of membranes, unspecified as to episode of care or not applicable"
XI,65811,"Complications Of Pregnancy, Childbirth, And The Puerperium",Prem rupt membran-deliv,"Premature rupture of membranes, delivered, with or without mention of antepartum condition"
XI,65813,"Complications Of Pregnancy, Childbirth, And The Puerperium",Prem rupt memb-antepart,"Premature rupture of membranes, antepartum condition or complication"
XI,65820,"Complications Of Pregnancy, Childbirth, And The Puerperium",Prolong rupt memb-unspec,"Delayed delivery after spontaneous or unspecified rupture of membranes, unspecified as to episode of care or not applicable"
XI,65821,"Complications Of Pregnancy, Childbirth, And The Puerperium",Prolong rupt memb-deliv,"Delayed delivery after spontaneous or unspecified rupture of membranes, delivered, with or without mention of antepartum condition"
XI,65823,"Complications Of Pregnancy, Childbirth, And The Puerperium",Prolong rup memb-antepar,"Delayed delivery after spontaneous or unspecified rupture of membranes, antepartum condition or complication"
XI,65830,"Complications Of Pregnancy, Childbirth, And The Puerperium",Artific rupt membr-unsp,"Delayed delivery after artificial rupture of membranes, unspecified as to episode of care or not applicable"
XI,65831,"Complications Of Pregnancy, Childbirth, And The Puerperium",Artific rupt membr-deliv,"Delayed delivery after artificial rupture of membranes, delivered, with or without mention of antepartum condition"
XI,65833,"Complications Of Pregnancy, Childbirth, And The Puerperium",Artif rupt memb-antepart,"Delayed delivery after artificial rupture of membranes, antepartum condition or complication"
XI,65840,"Complications Of Pregnancy, Childbirth, And The Puerperium",Amniotic infection-unsp,"Infection of amniotic cavity, unspecified as to episode of care or not applicable"
XI,65841,"Complications Of Pregnancy, Childbirth, And The Puerperium",Amniotic infection-deliv,"Infection of amniotic cavity, delivered, with or without mention of antepartum condition"
XI,65843,"Complications Of Pregnancy, Childbirth, And The Puerperium",Amniotic infect-antepart,"Infection of amniotic cavity, antepartum condition or complication"
XI,65880,"Complications Of Pregnancy, Childbirth, And The Puerperium",Amniotic prob NEC-unspec,"Other problems associated with amniotic cavity and membranes, unspecified as to episode of care or not applicable"
XI,65881,"Complications Of Pregnancy, Childbirth, And The Puerperium",Amniotic prob NEC-deliv,"Other problems associated with amniotic cavity and membranes, delivered, with or without mention of antepartum condition"
XI,65883,"Complications Of Pregnancy, Childbirth, And The Puerperium",Amnion prob NEC-antepart,"Other problems associated with amniotic cavity and membranes, antepartum"
XI,65890,"Complications Of Pregnancy, Childbirth, And The Puerperium",Amniotic prob NOS-unspec,"Unspecified problem associated with amniotic cavity and membranes, unspecified as to episode of care or not applicable"
XI,65891,"Complications Of Pregnancy, Childbirth, And The Puerperium",Amniotic prob NOS-deliv,"Unspecified problem associated with amniotic cavity and membranes, delivered, with or without mention of antepartum condition"
XI,65893,"Complications Of Pregnancy, Childbirth, And The Puerperium",Amnion prob NOS-antepart,"Unspecified problem associated with amniotic cavity and membranes, antepartum condition or complication"
XI,65900,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fail mechan induct-unsp,"Failed mechanical induction of labor, unspecified as to episode of care or not applicable"
XI,65901,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fail mech induct-deliver,"Failed mechanical induction of labor, delivered, with or without mention of antepartum condition"
XI,65903,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fail mech induct-antepar,"Failed mechanical induction of labor, antepartum condition or complication"
XI,65910,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fail induction NOS-unsp,"Failed medical or unspecified induction of labor, unspecified as to episode of care or not applicable"
XI,65911,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fail induction NOS-deliv,"Failed medical or unspecified induction of labor, delivered, with or without mention of antepartum condition"
XI,65913,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fail induct NOS-antepart,"Failed medical or unspecified induction of labor, antepartum condition or complication"
XI,65920,"Complications Of Pregnancy, Childbirth, And The Puerperium",Pyrexia in labor-unspec,"Maternal pyrexia during labor, unspecified, unspecified as to episode of care or not applicable"
XI,65921,"Complications Of Pregnancy, Childbirth, And The Puerperium",Pyrexia in labor-deliver,"Maternal pyrexia during labor, unspecified, delivered, with or without mention of antepartum condition"
XI,65923,"Complications Of Pregnancy, Childbirth, And The Puerperium",Pyrexia in labor-antepar,"Maternal pyrexia during labor, unspecified, antepartum condition or complication"
XI,65930,"Complications Of Pregnancy, Childbirth, And The Puerperium",Septicemia in labor-unsp,"Generalized infection during labor, unspecified as to episode of care or not applicable"
XI,65931,"Complications Of Pregnancy, Childbirth, And The Puerperium",Septicem in labor-deliv,"Generalized infection during labor, delivered, with or without mention of antepartum condition"
XI,65933,"Complications Of Pregnancy, Childbirth, And The Puerperium",Septicem in labor-antepa,"Generalized infection during labor, antepartum condition or complication"
XI,65940,"Complications Of Pregnancy, Childbirth, And The Puerperium",Grand multiparity-unspec,"Grand multiparity, unspecified as to episode of care or not applicable"
XI,65941,"Complications Of Pregnancy, Childbirth, And The Puerperium",Grand multiparity-deliv,"Grand multiparity, delivered, with or without mention of antepartum condition"
XI,65943,"Complications Of Pregnancy, Childbirth, And The Puerperium",Grand multiparity-antepa,"Grand multiparity, antepartum condition or complication"
XI,65950,"Complications Of Pregnancy, Childbirth, And The Puerperium",Elderly primigravid-unsp,"Elderly primigravida, unspecified as to episode of care or not applicable"
XI,65951,"Complications Of Pregnancy, Childbirth, And The Puerperium",Elderly primigravida-del,"Elderly primigravida, delivered, with or without mention of antepartum condition"
XI,65953,"Complications Of Pregnancy, Childbirth, And The Puerperium",Elder primigravid-antepa,"Elderly primigravida, antepartum condition or complication"
XI,65960,"Complications Of Pregnancy, Childbirth, And The Puerperium",Elderly multigravida-uns,"Elderly multigravida, unspecified as to episode of care or not applicable"
XI,65961,"Complications Of Pregnancy, Childbirth, And The Puerperium",Elderly multigravida-del,"Elderly multigravida, delivered with or without mention of antepartum condition"
XI,65963,"Complications Of Pregnancy, Childbirth, And The Puerperium",Elderly multigravd-antep,"Elderly multigravida, antepartum condition or complication"
XI,65970,"Complications Of Pregnancy, Childbirth, And The Puerperium",Abn ftl hrt rate/rhy-uns,"Abnormality in fetal heart rate or rhythm, unspecified as to episode of care or not applicable"
XI,65971,"Complications Of Pregnancy, Childbirth, And The Puerperium",Abn ftl hrt rate/rhy-del,"Abnormality in fetal heart rate or rhythm, delivered, with or without mention of antepartum condition"
XI,65973,"Complications Of Pregnancy, Childbirth, And The Puerperium",Abn ftl hrt rate/rhy-ant,"Abnormality in fetal heart rate or rhythm, antepartum condition or complication"
XI,65980,"Complications Of Pregnancy, Childbirth, And The Puerperium",Complic labor NEC-unsp,"Other specified indications for care or intervention related to labor and delivery, unspecified as to episode of care or not applicable"
XI,65981,"Complications Of Pregnancy, Childbirth, And The Puerperium",Complic labor NEC-deliv,"Other specified indications for care or intervention related to labor and delivery, delivered, with or without mention of antepartum condition"
XI,65983,"Complications Of Pregnancy, Childbirth, And The Puerperium",Compl labor NEC-antepart,"Other specified indications for care or intervention related to labor and delivery, antepartum condition or complication"
XI,65990,"Complications Of Pregnancy, Childbirth, And The Puerperium",Complic labor NOS-unsp,"Unspecified indication for care or intervention related to labor and delivery, unspecified as to episode of care or not applicable"
XI,65991,"Complications Of Pregnancy, Childbirth, And The Puerperium",Complic labor NOS-deliv,"Unspecified indication for care or intervention related to labor and delivery, delivered, with or without mention of antepartum condition"
XI,65993,"Complications Of Pregnancy, Childbirth, And The Puerperium",Compl labor NOS-antepart,"Unspecified indication for care or intervention related to labor and delivery, antepartum condition or complication"
XI,66000,"Complications Of Pregnancy, Childbirth, And The Puerperium",Obstruct/fet malpos-unsp,"Obstruction caused by malposition of fetus at onset of labor, unspecified as to episode of care or not applicable"
XI,66001,"Complications Of Pregnancy, Childbirth, And The Puerperium",Obstruc/fet malpos-deliv,"Obstruction caused by malposition of fetus at onset of labor, delivered, with or without mention of antepartum condition"
XI,66003,"Complications Of Pregnancy, Childbirth, And The Puerperium",Obstruc/fet malpos-antep,"Obstruction caused by malposition of fetus at onset of labor, antepartum condition or complication"
XI,66010,"Complications Of Pregnancy, Childbirth, And The Puerperium",Bony pelv obstruc-unspec,"Obstruction by bony pelvis during labor, unspecified as to episode of care or not applicable"
XI,66011,"Complications Of Pregnancy, Childbirth, And The Puerperium",Bony pelv obstruct-deliv,"Obstruction by bony pelvis during labor, delivered, with or without mention of antepartum condition"
XI,66013,"Complications Of Pregnancy, Childbirth, And The Puerperium",Bony pelv obstruc-antepa,"Obstruction by bony pelvis during labor, antepartum condition or complication"
XI,66020,"Complications Of Pregnancy, Childbirth, And The Puerperium",Abn pelv tiss obstr-unsp,"Obstruction by abnormal pelvic soft tissues during labor, unspecified as to episode of care or not applicable"
XI,66021,"Complications Of Pregnancy, Childbirth, And The Puerperium",Abn pelv tis obstr-deliv,"Obstruction by abnormal pelvic soft tissues during labor, delivered, with or without mention of antepartum condition"
XI,66023,"Complications Of Pregnancy, Childbirth, And The Puerperium",Abn pelv tis obstr-antep,"Obstruction by abnormal pelvic soft tissues during labor, antepartum condition or complication"
XI,66030,"Complications Of Pregnancy, Childbirth, And The Puerperium",Persist occipitpost-unsp,"Deep transverse arrest and persistent occipitoposterior position, unspecified as to episode of care or not applicable"
XI,66031,"Complications Of Pregnancy, Childbirth, And The Puerperium",Persist occiptpost-deliv,"Deep transverse arrest and persistent occipitoposterior position, delivered, with or without mention of antepartum condition"
XI,66033,"Complications Of Pregnancy, Childbirth, And The Puerperium",Persist occiptpost-antep,"Deep transverse arrest and persistent occipitoposterior position, antepartum condition or complication"
XI,66040,"Complications Of Pregnancy, Childbirth, And The Puerperium",Shoulder dystocia-unspec,"Shoulder (girdle) dystocia, unspecified as to episode of care or not applicable"
XI,66041,"Complications Of Pregnancy, Childbirth, And The Puerperium",Shoulder dystocia-deliv,"Shoulder (girdle) dystocia, delivered, with or without mention of antepartum condition"
XI,66043,"Complications Of Pregnancy, Childbirth, And The Puerperium",Shoulder dystocia-antepa,"Shoulder (girdle) dystocia, antepartum condition or complication"
XI,66050,"Complications Of Pregnancy, Childbirth, And The Puerperium",Locked twins-unspecified,"Locked twins, unspecified as to episode of care or not applicable"
XI,66051,"Complications Of Pregnancy, Childbirth, And The Puerperium",Locked twins-delivered,"Locked twins, delivered, with or without mention of antepartum condition"
XI,66053,"Complications Of Pregnancy, Childbirth, And The Puerperium",Locked twins-antepartum,"Locked twins, antepartum condition or complication"
XI,66060,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fail trial lab NOS-unsp,"Unspecified failed trial of labor, unspecified as to episode of care or not applicable"
XI,66061,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fail trial lab NOS-deliv,"Unspecified failed trial of labor, delivered, with or without mention of antepartum condition"
XI,66063,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fail trial lab NOS-antep,"Unspecified failed trial of labor, antepartum condition or complication"
XI,66070,"Complications Of Pregnancy, Childbirth, And The Puerperium",Failed forcep NOS-unspec,"Failed forceps or vacuum extractor, unspecified, unspecified as to episode of care or not applicable"
XI,66071,"Complications Of Pregnancy, Childbirth, And The Puerperium",Failed forceps NOS-deliv,"Failed forceps or vacuum extractor, unspecified, delivered, with or without mention of antepartum condition"
XI,66073,"Complications Of Pregnancy, Childbirth, And The Puerperium",Fail forceps NOS-antepar,"Failed forceps or vacuum extractor, unspecified, antepartum condition or complication"
XI,66080,"Complications Of Pregnancy, Childbirth, And The Puerperium",Obstruc labor NEC-unspec,"Other causes of obstructed labor, unspecified as to episode of care or not applicable"
XI,66081,"Complications Of Pregnancy, Childbirth, And The Puerperium",Obstruct labor NEC-deliv,"Other causes of obstructed labor, delivered, with or without mention of antepartum condition"
XI,66083,"Complications Of Pregnancy, Childbirth, And The Puerperium",Obstruc labor NEC-antepa,"Other causes of obstructed labor, antepartum condition or complication"
XI,66090,"Complications Of Pregnancy, Childbirth, And The Puerperium",Obstruc labor NOS-unspec,"Unspecified obstructed labor, unspecified as to episode of care or not applicable"
XI,66091,"Complications Of Pregnancy, Childbirth, And The Puerperium",Obstruct labor NOS-deliv,"Unspecified obstructed labor, delivered, with or without mention of antepartum condition"
XI,66093,"Complications Of Pregnancy, Childbirth, And The Puerperium",Obstruc labor NOS-antepa,"Unspecified obstructed labor, antepartum condition or complication"
XI,66100,"Complications Of Pregnancy, Childbirth, And The Puerperium",Prim uterine inert-unsp,"Primary uterine inertia, unspecified as to episode of care or not applicable"
XI,66101,"Complications Of Pregnancy, Childbirth, And The Puerperium",Prim uterine inert-deliv,"Primary uterine inertia, delivered, with or without mention of antepartum condition"
XI,66103,"Complications Of Pregnancy, Childbirth, And The Puerperium",Prim uter inert-antepart,"Primary uterine inertia, antepartum condition or complication"
XI,66110,"Complications Of Pregnancy, Childbirth, And The Puerperium",Sec uterine inert-unspec,"Secondary uterine inertia, unspecified as to episode of care or not applicable"
XI,66111,"Complications Of Pregnancy, Childbirth, And The Puerperium",Sec uterine inert-deliv,"Secondary uterine inertia, delivered, with or without mention of antepartum condition"
XI,66113,"Complications Of Pregnancy, Childbirth, And The Puerperium",Sec uterine inert-antepa,"Secondary uterine inertia, antepartum condition or complication"
XI,66120,"Complications Of Pregnancy, Childbirth, And The Puerperium",Uterine inertia NEC-unsp,"Other and unspecified uterine inertia, unspecified as to episode of care or not applicable"
XI,66121,"Complications Of Pregnancy, Childbirth, And The Puerperium",Uterine inert NEC-deliv,"Other and unspecified uterine inertia, delivered, with or without mention of antepartum condition"
XI,66123,"Complications Of Pregnancy, Childbirth, And The Puerperium",Uterine inert NEC-antepa,"Other and unspecified uterine inertia, antepartum condition or complication"
XI,66130,"Complications Of Pregnancy, Childbirth, And The Puerperium",Precipitate labor-unspec,"Precipitate labor, unspecified as to episode of care or not applicable"
XI,66131,"Complications Of Pregnancy, Childbirth, And The Puerperium",Precipitate labor-deliv,"Precipitate labor, delivered, with or without mention of antepartum condition"
XI,66133,"Complications Of Pregnancy, Childbirth, And The Puerperium",Precipitate labor-antepa,"Precipitate labor, antepartum condition or complication"
XI,66140,"Complications Of Pregnancy, Childbirth, And The Puerperium",Uter dystocia NOS-unspec,"Hypertonic, incoordinate, or prolonged uterine contractions, unspecified as to episode of care or not applicable"
XI,66141,"Complications Of Pregnancy, Childbirth, And The Puerperium",Uter dystocia NOS-deliv,"Hypertonic, incoordinate, or prolonged uterine contractions, delivered, with or without mention of antepartum condition"
XI,66143,"Complications Of Pregnancy, Childbirth, And The Puerperium",Uter dystocia NOS-antepa,"Hypertonic, incoordinate, or prolonged uterine contractions, antepartum condition or complication"
XI,66190,"Complications Of Pregnancy, Childbirth, And The Puerperium",Abnormal labor NOS-unsp,"Unspecified abnormality of labor, unspecified as to episode of care or not applicable"
XI,66191,"Complications Of Pregnancy, Childbirth, And The Puerperium",Abnormal labor NOS-deliv,"Unspecified abnormality of labor, delivered, with or without mention of antepartum condition"
